alert_id,fault_id,fault_name,confidence,method,rule_name,exists
5:gaia-mobservice1-2021-07-12_22`:29`:44-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-13_06`:51`:50-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-13_09`:30`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-14_06`:05`:18-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-14_17`:11`:21-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-14_21`:44`:30-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-15_04`:09`:16-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-15_05`:16`:08-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-15_11`:44`:13-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-16_14`:01`:45-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-16_15`:23`:17-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-17_02`:27`:42-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-17_15`:10`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-17_16`:14`:05-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-17_21`:02`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-18_11`:30`:27-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-18_19`:16`:50-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-18_20`:37`:34-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-20_09`:23`:38-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-21_06`:49`:55-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-21_14`:25`:06-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-21_19`:51`:09-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-22_00`:30`:33-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-22_06`:05`:57-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-22_07`:11`:34-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-22_11`:41`:24-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-22_13`:00`:38-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-24_21`:44`:36-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-25_08`:11`:37-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-25_13`:26`:04-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-25_21`:06`:10-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-26_06`:09`:41-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-26_07`:07`:39-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-27_00`:56`:22-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-27_10`:42`:01-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-27_12`:00`:14-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-28_04`:43`:29-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-28_15`:02`:34-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-28_23`:20`:24-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-29_17`:36`:46-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-30_02`:42`:46-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-30_11`:46`:53-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-30_16`:18`:21-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-31_03`:22`:54-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice1-2021-07-31_11`:45`:23-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-01_16`:45`:18-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-01_19`:43`:18-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-02_04`:27`:24-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-02_05`:51`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-02_14`:23`:41-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-02_15`:34`:00-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-03_09`:51`:16-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-04_00`:48`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-05_23`:26`:47-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-06_06`:28`:08-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-06_15`:19`:48-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-07_16`:53`:31-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-07_17`:59`:58-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-07_21`:22`:51-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-07_22`:40`:06-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-08_10`:01`:50-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-08_11`:01`:39-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-08_19`:13`:33-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-09_11`:58`:42-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-10_06`:23`:19-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-11_07`:10`:43-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-11_13`:24`:44-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-11_19`:04`:35-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-12_03`:52`:19-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-12_22`:19`:26-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-12_23`:20`:20-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-13_06`:29`:25-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-13_17`:48`:29-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-13_18`:42`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-14_05`:28`:09-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-14_18`:11`:39-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-14_20`:34`:45-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-15_04`:27`:56-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-16_04`:51`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-16_09`:52`:28-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-16_12`:40`:31-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-16_18`:05`:52-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-16_22`:35`:51-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-17_11`:10`:26-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-17_16`:08`:21-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-18_11`:17`:27-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-20_05`:04`:52-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-20_12`:49`:19-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-21_17`:59`:06-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-22_06`:39`:51-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-22_12`:49`:10-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-22_13`:39`:57-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-22_20`:31`:17-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-23_10`:51`:36-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-23_12`:43`:47-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-23_18`:37`:24-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-24_09`:35`:33-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-25_09`:07`:40-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-25_16`:23`:45-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-25_23`:46`:48-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-26_00`:45`:59-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-26_10`:47`:48-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-27_03`:50`:43-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-27_05`:54`:37-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-27_08`:23`:32-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-28_01`:34`:07-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-28_06`:40`:20-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-mobservice2-2021-07-28_11`:32`:34-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-28_18`:39`:56-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-mobservice2-2021-07-28_23`:19`:22-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-29_07`:12`:16-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-mobservice2-2021-07-29_10`:24`:59-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-31_06`:39`:30-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-31_11`:37`:16-memory_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.95,rule,gaia-memory-mob,False
5:gaia-mobservice2-2021-07-31_20`:00`:44-cpu_anomalies,1:API Key 泄露到公共代码仓库（K8s 场景）,API Key 泄露到公共代码仓库（K8s 场景）,0.94,rule,gaia-cpu-mob,False
5:gaia-redisservice1-2021-07-01_13`:18`:43-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-01_16`:34`:39-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-01_21`:28`:23-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-03_00`:36`:49-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-03_17`:16`:34-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-04_17`:41`:07-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-05_02`:44`:22-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-05_08`:27`:58-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-05_18`:16`:36-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-06_22`:14`:59-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-07_04`:15`:47-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-07_23`:10`:47-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-09_07`:36`:45-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-10_02`:08`:54-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-10_18`:43`:55-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-11_14`:49`:12-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-12_22`:56`:19-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-13_10`:40`:59-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-13_11`:57`:32-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
5:gaia-redisservice1-2021-07-13_14`:16`:50-memory_anomalies,1:Redis Cluster 节点下线导致 slot 不可用,Redis Cluster 节点下线导致 slot 不可用,0.95,rule,gaia-memory-redis,False
